,0,1,2,3,4,c_m,o_m,c_c,c_h,c_o,o_h,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
0,Pd,CH2C,4.8039,0.6121,2.134,2,0,1,2,0,0,17.339536578335625,0.0,0.0,4.778887616826868,4.7748349936734495,1.05027622486809,1.049082454666973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.034114750788747,5.02889290964942,4.4582037430330725,3.4744398388866298,1.4946797027947325,1.4879482133993092,1.0177868238397516,0.9907675051923199,0.9835894615435496,0.7872863045460549,0.7739648396514768,0.6764942242867532,0.6751240483145281,0.6695946484292205,0.2588371446784653,0.25732107281188543,0.25705498946206073,0.1259255105908662,0.12353901431768033,0.12075142073346955,0.11998103775691538,0.1188669862605286,0.11883413246478824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Pd,CH2CH,4.8039,0.6121,2.134,2,0,1,3,0,0,15.742673386576119,0.0,0.0,4.712699100386998,4.712586855388339,4.691905170147012,1.027062500798373,1.0247468567445763,0.9510447345751094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.650424265947447,4.6346390707353295,4.386153643101012,2.3419164599040623,1.8621864864104316,1.838809669573572,1.3683483023068348,0.9215962830264938,0.8886184404318608,0.6085922605352888,0.6014877646056739,0.515569838699243,0.5000425577741644,0.4900367863829013,0.3911144678339848,0.3867800183736271,0.322481601217281,0.32008442071772697,0.221610516932676,0.21813934132828092,0.21184204205715573,0.17068902652931806,0.057111538736004726,0.054366265760280696,0.04474889736647336,0.021438419094700567,0.021067478731476408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Pd,CH2CH2,4.8039,0.6121,2.134,2,0,1,4,0,0,15.8405259668701,0.0,0.0,4.7613901881179554,4.753869294863527,4.751475521423154,4.74793816486206,1.032942826245734,1.0329340310857664,1.0316577187519618,1.03094016148169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.151317864738168,4.149148611968484,1.7915592593432892,1.7845627073485635,1.1517313609920112,1.1370871920025598,1.0527717026972379,1.0434311610297082,0.6485488433072025,0.6433466150962878,0.590221664347638,0.5828200838798886,0.4464785049466117,0.16967984480682965,0.16940855285125755,0.09727371570054133,0.09531628666679283,0.09291576071164363,0.08815901730083409,0.06609017969280008,0.0645828175176496,0.01359381714432628,0.01257661249763342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Pd,CH2CHCO,4.8039,0.6121,2.134,3,1,2,3,1,0,15.946416299590087,15.568456717128965,4.16734523540204,4.777776046242124,4.7502460050610775,4.732993232808255,1.0600920202757644,1.0352448297491192,1.0310444900376632,1.0044341996300403,0.5302917905702835,0.25615203038711204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.72808618057862,6.206636230425582,1.6790830432655557,0.0,0.0,0.0,4.581463738222596,4.238708090628329,3.6848870355238432,3.5916477787670065,2.4115338012551915,2.002006292175514,1.7138860822706024,1.5174991233262762,1.2450877829834497,1.1327498443488788,0.9762609084859224,0.89379292973822,0.8032272924078906,0.7432629691709433,0.659086622992631,0.6237238878981771,0.5666644155730914,0.40754302923138586,0.3807746767889136,0.3600399648784905,0.31830417885403584,0.3044220065440467,0.28004494923513257,0.2734366257689164,0.26615082284897984,0.23199969889878305,0.2101517258703668,0.1752418889515811,0.1251443293436404,0.08932751123786564,0.07811544255124292,0.06341125809984482,0.03776189037927346,0.03734097968040584,0.004660703346714534,0.0020790159583962127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7617966724935814,0.22014078405806886,0.07462141288756767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6755603470724205,2.5279927041225583,2.0493806055618773,1.2696354373789935,0.9429759231485676,0.2301936899295869,0.2288969867968862,0.1842832325517485,0.0860706321313538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Pd,CH2CHCOOH,4.8039,0.6121,2.134,2,0,2,3,2,1,15.602863294375744,15.255551515936606,4.35717735469942,4.7775175648708945,4.7660432452162595,4.750325179805288,1.4346601087986643,1.0473383632520783,1.0391926664948232,1.0323223704238642,1.015042528422358,0.635527924178285,0.3477884397894501,0.2827938710107077,0.07880473460315235,0.0,0.0,0.0,0.0,0.0,0.0,28.83419111703959,24.228869327876488,6.639491410256988,6.3133049040885,3.6972741124889015,1.7466856122512018,4.270352641257525,3.925322294638807,2.165435213069652,1.8000969855719848,1.727102084216387,1.5292935382807429,1.2228254642489738,1.1722823539254468,1.1177950223776725,1.103765512800854,1.0582793466857332,0.6598013689042846,0.6061852397306916,0.5186305631714073,0.4582040257037922,0.4017992744012692,0.22895490333900406,0.18735325919938284,0.16975307492316186,0.12221973762592007,0.09561624016866166,0.08124730128985169,0.06501237985044707,0.055357688697076364,0.04067347388852671,0.022874579072228233,0.014242331736940894,0.0028030650314103678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.002430012800268,1.2027635594140054,0.964103322338945,0.8514608219336428,0.4026286801785754,0.2257607139254623,0.19109589269959176,0.10775895994154017,0.0,0.0,0.0,0.0,9.912596943465823,4.116908210478631,1.8839130828505453,1.6241655403744475,1.3024622162476858,1.2657460901918656,1.1587395623626513,0.8162187760473638,0.7915921506860739,0.6318548246526325,0.4874915880108986,0.4497038767499857,0.16069639022029406,0.1434335650397769,0.12851365929486305,0.07977859044149804,0.00932160022137496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Pd,CH3C,4.8039,0.6121,2.134,1,0,1,3,0,0,14.816563086596641,0.0,0.0,4.7097652608312375,4.707378336183906,4.7016270564087685,1.0759160362227478,1.071602987490862,1.0675416410760163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.974121147051243,4.965587678202922,4.9575844137562415,1.5327534673888763,1.5162474136418231,1.4981951774816027,0.9805249677054024,0.9685631429070788,0.9546751400705309,0.6388781614194462,0.6351652882642701,0.6322241573511084,0.3726067055488079,0.3535962099580351,0.3395334994556788,0.2530392321109568,0.25025369847080403,0.2491101915995443,0.24522992208952965,0.24398621927444364,0.1069583845485106,0.10265748018490196,0.09966582233783472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Pd,CH3CCO,4.8039,0.6121,2.134,2,0,2,3,1,0,15.677530901089295,14.388942584729062,4.1975738118157135,4.718319371160588,4.702935950470484,4.702700555703767,1.0596711020442944,1.0594014555989677,1.0266683356158532,0.5317608403796416,0.5155636752151408,0.2589864359748636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.880463841161212,6.009238450839403,3.275998541259643,0.0,0.0,0.0,4.781808185214307,4.564067339805352,4.5493049537563435,2.1222659190280466,2.1056491144050438,2.0465393129270644,1.4885134888207203,1.470146370369532,1.4528020321619115,1.2366224410472868,1.0050128748791751,0.9338253265480791,0.5782575055075662,0.5568384586457417,0.5561297607924162,0.5124615954590018,0.4921831350912055,0.4172998777992388,0.4166810922486811,0.3730554833636485,0.36880569691208576,0.3391680360562613,0.3313448486689897,0.22828772303780345,0.2281288286863993,0.22676237634414986,0.22439295620413147,0.1345343151075259,0.12326049486556435,0.07903022782079039,0.07819566340827211,0.069110106616326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5669790677082145,0.5305767405154798,0.15277902509049052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6302817939116765,0.8712356806543444,0.8085690580541542,0.7129991517410585,0.5991828541945017,0.5968893976882971,0.5457516601746888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Pd,CH3CCOO,4.8039,0.6121,2.134,1,1,2,3,2,0,14.44233684510604,14.013445479786249,4.270908114024629,4.711660840162273,4.701023961683709,4.5507295803715895,1.057423200648274,1.0562180080399397,0.9674047027865826,0.5575190270613265,0.5439721067525065,0.24331478411166896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.73336100240449,25.89337102295316,6.588756658062673,5.967050608871008,4.701218785292845,1.515814664198181,4.492925966189712,4.479859650929856,1.9521917566498068,1.7950398487317567,1.7247897763603002,1.6631874109809863,1.6196125656929183,1.5331223413091617,1.5283128830256671,1.4502632360642402,0.5537673273909131,0.5208454953339184,0.5010315490104896,0.464360825885214,0.4595562389397224,0.4172544415025056,0.3940456986470925,0.2293269982253273,0.22008750343081016,0.2186667980544289,0.21807045958859306,0.2036274235796877,0.1577224018008786,0.09581315416672542,0.07982404118245967,0.0550741017955978,0.027778557092653974,0.02723287148919817,0.00447672962768142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8460064502036517,0.8242025164403357,0.2310149207967545,0.18248550123078816,0.17533383693328194,0.04818827860354097,0.0,0.0,0.0,0.0,0.0,0.0,10.471744864980613,6.195462849991195,1.6351293803682785,1.616178884414586,1.3757166782495784,1.2606815703262428,1.209589186905366,1.1496040106881822,0.6983545630432111,0.6567934785002074,0.6143064388475414,0.25098066175625244,0.20943055335145888,0.20067059342570934,0.05209636222375802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Pd,CH3CCOOH,4.8039,0.6121,2.134,1,1,2,3,2,1,15.152055705108065,14.256601055762953,4.393532644733863,4.705458165841712,4.705318933307952,4.590370422132466,1.4432152031117342,1.03914908706435,1.0369451774217049,0.9805315518809334,0.5491604294364469,0.5478187725118177,0.3431861795111604,0.25686865166742484,0.21966412855254772,0.0,0.0,0.0,0.0,0.0,0.0,28.53472922834098,24.25406025524489,6.504405978509732,6.071024098032214,4.997746992596898,1.5899761845471292,4.395975060460761,4.377729105112105,1.8675629262754925,1.8000918039210332,1.7147825641205214,1.6940808998923118,1.663494979512782,1.5053936957550773,1.4843687319500012,1.4077834964940994,0.546052493149488,0.5318482586497267,0.5130672431564806,0.4918325076130313,0.4914586064784686,0.4783623119718695,0.468236062966413,0.3989883349431781,0.3982353014661967,0.24889629859823514,0.19918068853470486,0.18569748080449588,0.18121477222523047,0.17570915022219158,0.175044713263239,0.1405432562674468,0.03887711956507445,0.03827929893988069,0.036819365390341134,0.003277765293755785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.990650499011738,1.3053722282729392,0.9033357553091944,0.8706719348833207,0.2495027693456949,0.1917339598811118,0.1858872617077537,0.05467001275249828,0.0,0.0,0.0,0.0,10.33401477701118,5.343600613069898,1.5235004372964318,1.5185227295188723,1.2090421050616411,1.1903719624970417,0.6544611592996918,0.5939881148491429,0.5082390985754428,0.17369949389940853,0.17125428016467414,0.11939778039479587,0.0047706546786299145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Pd,CH3CH,4.8039,0.6121,2.134,1,0,1,4,0,0,14.600834434392462,0.0,0.0,4.699134376253052,4.678034164950165,4.677406571597917,4.618478627159837,1.0732204681514754,1.0727833009620669,1.0406065253816597,1.0079064231541688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.668018319138102,4.666051691310414,1.950758040471206,1.5319156688418722,1.5280275492735402,1.4548325516730751,1.2707844839359246,0.5616105634522891,0.5616090844587429,0.5577487433827591,0.4082327695443905,0.4078779627424355,0.3486685228604017,0.34685441451977883,0.32306079853709224,0.2197708566272044,0.21119002089809646,0.2109262136492206,0.07135632401100178,0.07091501755067675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
