,0,1,2,3,4,c_m,o_m,c_c,c_h,c_o,o_h,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,Pd,CH2C,4.8039,0.6121,2.134,2,0,1,2,0,0,51.479114625421616,50.7099997409692,50.54135346708336,50.10860741593913,50.076783399886644,49.913583420487655,49.66730499266519,49.60499359363118,49.492702574951686,49.42835339526478,49.406385527294454,49.36419958436686,49.23348196882017,49.16538090794133,49.1476675524508,49.09578729716802,49.07372240584218,49.032421652728395,48.95635377221948,48.92622322567532,48.862375531656895,48.857385127511606,48.83360465450154,48.80674404830292,43.70855997175333,30.144723518157527,0.4550968269479515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2675727290386367
1,Pd,CH2CH,4.8039,0.6121,2.134,2,0,1,3,0,0,51.43029595359753,50.71173929428051,50.5137414809716,50.1057775833345,50.02537937206169,49.86617119784084,49.663307831509364,49.63014224398266,49.490139921916,49.43580447444189,49.3550069698702,49.289256759998025,49.25488466634743,49.19327929766936,49.13020866383421,49.10389823897248,49.067612205088786,49.02571079564388,48.99991470664,48.893901953301274,48.87628417729611,48.857035656454364,48.81869217498978,48.81458348548623,42.66007405603597,31.74072316410805,0.4515727538291025,0.13610045873284338,0.0,0.0,0.0,0.0,0.0,0.0,-0.21590206763308464
2,Pd,CH2CH2,4.8039,0.6121,2.134,2,0,1,4,0,0,51.3622153048772,50.677201855476724,50.5143826963094,50.073514339425536,49.96805073409111,49.88451126115835,49.656268032446825,49.590797112523525,49.45400482598318,49.42658959964552,49.40075307543887,49.381359021995344,49.235960936838175,49.160745092166636,49.13271256447755,49.1010861370543,49.05949163248461,49.03404949755742,48.939650061131246,48.91573385193818,48.87431749019864,48.853045781895496,48.82782586495836,48.805412355443714,43.12570568892641,31.942031220377306,0.4611325348848586,0.4453183300074679,0.0,0.0,0.0,0.0,0.0,-0.15464786098667388,-0.3238815681241375
3,Pd,CH2CHCO,4.8039,0.6121,2.134,3,1,2,3,1,0,79.47491326779505,51.349007700301094,50.65245615167547,50.504105585969064,50.056132810483675,49.97302014617954,49.885292479503406,49.66154409696104,49.600840756802576,49.454758671796206,49.42691792856844,49.41228503712328,49.3957762081842,49.27697749212445,49.15921536055454,49.11204933904503,49.093480060367156,49.063732526556976,49.01504569623453,48.95272578908253,48.922079290383216,48.904824328019025,48.86149358547766,48.830041796811635,48.80866033621398,43.98709127669117,34.08701617046157,27.468884922126627,0.4528485248041452,0.10942688092882433,0.0,0.0,0.0,0.0,-0.2525068273888664
4,Pd,CH2CHCOOH,4.8039,0.6121,2.134,2,0,2,3,2,1,82.91000711334412,73.2007787582412,51.338026636968145,50.67891755185182,50.53316200778354,50.08346367606184,49.93288180244932,49.88069449355057,49.646031915437575,49.60389079429018,49.497604573515304,49.41846791079096,49.38763770388771,49.36542897744904,49.23556920951001,49.163654366147384,49.13570245456452,49.09322471126726,49.052046329638216,49.02711949812559,48.93224347801194,48.92832622514064,48.871232083945294,48.86573096794353,48.835205682522066,48.800055521958,43.446645083975866,33.550985823696536,26.585750166289767,0.45312030656921404,0.09919458042110664,0.0,0.0,-0.25243863137228023,-0.583529664328313
5,Pd,CH3C,4.8039,0.6121,2.134,1,0,1,3,0,0,51.46396626642907,50.70092145932066,50.51836914291196,50.110049156654796,50.06261601609973,49.86191552129207,49.669076810233996,49.63540371804327,49.48811498146412,49.43764620347343,49.35456614528236,49.28356567933028,49.25477884801465,49.180276411855324,49.14188301656734,49.10948530029318,49.06606475535878,49.02683769292825,49.00021752410954,48.89248596715667,48.864491273233966,48.85577502511436,48.8203575910769,48.81871224466857,41.97072809802421,32.34732716096457,0.4453711838519848,0.4453005364210572,0.0,0.0,0.0,0.0,0.0,0.0,-0.500966259574362
6,Pd,CH3CCO,4.8039,0.6121,2.134,2,0,2,3,1,0,81.43138864142044,51.39161023762123,50.66963175821287,50.523004499021404,50.07643340168496,49.99156422258388,49.89637330179329,49.656970141457855,49.59169214940486,49.44776138027106,49.43202860475438,49.412338184474116,49.37955221626607,49.23631449878202,49.161114711177966,49.13468770881243,49.10205779983146,49.06759068986771,49.03383255997896,48.94248016661395,48.923137461586066,48.859807540642564,48.85706735672474,48.8388981800312,48.81666149407293,42.62225784031731,34.492390585375226,26.322494235817995,0.44588317096007374,0.4440459232381921,0.0,0.0,0.0,0.0,-0.5009332729598666
7,Pd,CH3CCOO,4.8039,0.6121,2.134,1,1,2,3,2,0,84.11564396176148,72.44863741215276,51.3400750497684,50.684397106068815,50.50694306178176,50.0657751035422,49.91128975778202,49.881292843527326,49.63993075234312,49.60535476398639,49.488518219666226,49.44372655595839,49.416919185096816,49.37328884277643,49.282004170308724,49.160459129263884,49.12112771600398,49.09604613374778,49.04090715641143,49.003432409755106,48.92912576795274,48.92131807120549,48.8709102054715,48.85039124089817,48.82684891943496,48.80674324008029,42.20071119031615,33.619918113766616,26.122048362895843,0.4448054005551355,0.4427866897530001,0.0,0.0,0.0,-0.44454442438594605
8,Pd,CH3CCOOH,4.8039,0.6121,2.134,1,1,2,3,2,1,82.79470570915637,73.09840003678359,51.35172792836603,50.67021895512043,50.4905481510516,50.05758270064258,49.981549109893464,49.86497812633481,49.64800532933226,49.59245453402702,49.460210296341714,49.42814826887354,49.402841260885566,49.38386773992706,49.27662555693988,49.166976787035544,49.12073793012575,49.09221270166958,49.04977727319036,49.02292022416278,48.93601122693772,48.93378788508029,48.87893887252201,48.85427056325758,48.8249486997153,48.81066723147394,42.414357936146494,34.38640671033811,26.86718490962347,0.4443962113723275,0.4427203845883344,0.0,0.0,-0.4556711074408143,-0.5756760338265651
9,Pd,CH3CH,4.8039,0.6121,2.134,1,0,1,4,0,0,51.376627353203936,50.73174374488797,50.488668599514,50.09939018461432,50.00276031431277,49.858113096438,49.75176206759021,49.52995795023025,49.47245537199888,49.458609235665925,49.32318476734893,49.30972702623964,49.2128372877446,49.20790103550971,49.16005139642454,49.10345618194857,49.05869053490451,49.009883292341,48.976026463409184,48.88748147493994,48.87510824489566,48.860756832894154,48.83593248244186,48.80429541935817,42.09549645803384,32.76529313733006,0.4461555238548421,0.4435413757356857,0.15928212752062912,0.0,0.0,0.0,0.0,0.0,-0.4798515107303462
