,0,1,2,3,4,c_m,o_m,c_c,c_h,c_o,o_h,5,6,7,8,9,10,11,12,13,14,15
0,Pd,CH2C,4.8039,0.6121,2.134,2,0,1,2,0,0,44.300738292379314,30.228376425042683,0.4549033002809698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2678076188511321
1,Pd,CH2CH,4.8039,0.6121,2.134,2,0,1,3,0,0,43.041029146129496,31.803821660810648,0.4513843907736489,0.136062202132812,0.0,0.0,0.0,0.0,0.0,0.0,-0.21608700099471906
2,Pd,CH2CH2,4.8039,0.6121,2.134,2,0,1,4,0,0,43.322265386646826,31.966864297719887,0.4609484388332674,0.4451226560079857,0.0,0.0,0.0,0.0,0.0,-0.15476751561544133,-0.3242228647406335
3,Pd,CH2CHCO,4.8039,0.6121,2.134,3,1,2,3,1,0,79.43024841554548,44.22913452531282,34.13697070800427,27.485504867527453,0.4526688908407549,0.1092342624866854,0.0,0.0,0.0,0.0,-0.2527513516294373
4,Pd,CH2CHCOOH,4.8039,0.6121,2.134,2,0,2,3,2,1,82.91834270006062,73.18127279746828,43.6354054176219,33.576188354232066,26.58116533571727,0.4529291076294837,0.09900368146296662,0.0,0.0,-0.25268307969785586,-0.5839192765963964
5,Pd,CH3C,4.8039,0.6121,2.134,1,0,1,3,0,0,42.34444541948365,32.48271348091807,0.4451755327752217,0.445104879318041,0.0,0.0,0.0,0.0,0.0,0.0,-0.5012289136431299
6,Pd,CH3CCO,4.8039,0.6121,2.134,2,0,2,3,1,0,81.41782705267576,42.884627385112076,34.548113837845825,26.352066057069397,0.4457270538301367,0.4438494164521837,0.0,0.0,0.0,0.0,-0.5012004848972895
7,Pd,CH3CCOO,4.8039,0.6121,2.134,1,1,2,3,2,0,84.10628767496614,72.37056180065584,42.404885152187454,33.659693758845435,26.123275731297372,0.44505845083554224,0.4426182012096677,0.0,0.0,0.0,-0.4446757320992331
8,Pd,CH3CCOOH,4.8039,0.6121,2.134,1,1,2,3,2,1,82.78844609486637,73.0646668367375,42.613188099024576,34.4130525997542,26.8731146337262,0.4442101960692893,0.4429131952318027,0.0,0.0,-0.455822710934972,-0.5760639065767036
9,Pd,CH3CH,4.8039,0.6121,2.134,1,0,1,4,0,0,42.31850444745669,32.82917006536589,0.4460046236467784,0.4433450976166001,0.15929856080999194,0.0,0.0,0.0,0.0,0.0,-0.4801123960440799
10,Pd,CH3CH2,4.8039,0.6121,2.134,1,0,1,5,0,0,42.36618722319102,33.201863203084415,0.45240672910012203,0.4430315895805572,0.4401329555757437,0.0,0.0,0.0,0.0,-0.1894027515774102,-0.4980085501025544
11,Pd,CH3CH2CO,4.8039,0.6121,2.134,1,1,2,5,1,0,78.91969507762867,42.728695316046036,35.036872845546114,29.284103666665363,0.4494488367940915,0.4440108924039656,0.4373865581427915,0.0,0.0,-0.16493461986021166,-0.5442682552786595
12,Pd,CH3CH2COO,4.8039,0.6121,2.134,0,2,2,5,2,0,83.37096778430569,72.49062045479963,42.563193674931,34.33643394867996,26.74522934888705,0.4467941522843022,0.4445416434623092,0.43483410438805176,0.0,-0.1786522489269557,-0.5462578249129664
13,Pd,CH3CH2COOH,4.8039,0.6121,2.134,0,0,2,5,2,1,83.53878094147105,73.1357224192611,42.671526112824935,34.50316437750903,26.6962433988838,0.4466761153959805,0.4437059714484888,0.4343089181586401,-0.14463272003573874,-0.5463823837461197,-0.5714081132728924
14,Pd,CH3CH3,4.8039,0.6121,2.134,0,0,1,6,0,0,42.291786533624794,33.63132977270662,0.4493053205165573,0.4489653944340517,0.4375182638194282,0.4373478413026701,0.0,0.0,0.0,-0.4122768511150017,-0.5677658764371621
15,Pd,CH3CHCO,4.8039,0.6121,2.134,2,0,2,4,1,0,81.6756491147913,42.656774182399786,34.48836894590296,26.76345811315491,0.445482811314573,0.4439967923858578,0.1269370216600733,0.0,0.0,0.0,-0.5096566635213136
16,Pd,CH3CHCOO,4.8039,0.6121,2.134,1,2,2,4,2,0,82.15801317227805,72.47647643179923,42.96443005667696,34.345383224756915,27.168434244840174,0.4467041961672427,0.4418965141252005,0.10533423891975348,0.0,0.0,-0.4989670416650221
