,0,1,2,3,4,c_m,o_m,c_c,c_h,c_o,o_h,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,Pd,CH2C,4.8039,0.6121,2.134,2,0,1,2,0,0,18.779536578335627,0.0,0.0,5.018887616826868,5.014834993673451,1.29027622486809,1.2890824546669728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Pd,CH2CH,4.8039,0.6121,2.134,2,0,1,3,0,0,17.18267338657612,0.0,0.0,4.952699100386998,4.952586855388339,4.9319051701470125,1.2670625007983731,1.2647468567445763,1.1910447345751094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Pd,CH2CH2,4.8039,0.6121,2.134,2,0,1,4,0,0,17.2805259668701,0.0,0.0,5.001390188117956,4.993869294863528,4.991475521423153,4.98793816486206,1.2729428262457338,1.2729340310857664,1.2716577187519618,1.27094016148169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Pd,CH2CHCO,4.8039,0.6121,2.134,3,1,2,3,1,0,17.38641629959009,17.008456717128965,5.6073452354020406,5.0177760462421235,4.990246005061078,4.972993232808255,1.3000920202757644,1.2752448297491192,1.2710444900376632,1.2444341996300403,0.7702917905702835,0.496152030387112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.648086180578623,8.126636230425582,3.5990830432655554,0.0,0.0,0.0,1.0817966724935817,0.5401407840580689,0.3946214128875677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Pd,CH2CHCOOH,4.8039,0.6121,2.134,2,0,2,3,2,1,17.042863294375742,16.695551515936607,5.79717735469942,5.0175175648708965,5.0060432452162615,4.990325179805288,1.6746601087986643,1.2873383632520785,1.2791926664948232,1.2723223704238642,1.255042528422358,0.875527924178285,0.5877884397894501,0.5227938710107077,0.31880473460315234,0.0,0.0,0.0,0.0,0.0,0.0,30.75419111703959,26.148869327876486,8.559491410256987,8.233304904088499,5.617274112488903,3.666685612251202,8.322430012800268,1.5227635594140054,1.284103322338945,1.1714608219336429,0.7226286801785754,0.5457607139254623,0.5110958926995918,0.4277589599415402,0.0,0.0,0.0,0.0,12.472596943465824
5,Pd,CH3C,4.8039,0.6121,2.134,1,0,1,3,0,0,16.256563086596643,0.0,0.0,4.949765260831238,4.947378336183906,4.94162705640877,1.3159160362227478,1.311602987490862,1.3075416410760163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Pd,CH3CCO,4.8039,0.6121,2.134,2,0,2,3,1,0,17.117530901089292,15.828942584729061,5.637573811815714,4.958319371160588,4.942935950470483,4.942700555703766,1.2996711020442944,1.2994014555989677,1.2666683356158532,0.7717608403796415,0.7555636752151408,0.4989864359748636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.80046384116121,7.929238450839403,5.195998541259644,0.0,0.0,0.0,0.8869790677082144,0.8505767405154798,0.4727790250904905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Pd,CH3CCOO,4.8039,0.6121,2.134,1,1,2,3,2,0,15.882336845106039,15.453445479786248,5.71090811402463,4.9516608401622735,4.941023961683709,4.790729580371591,1.2974232006482742,1.2962180080399397,1.2074047027865826,0.7975190270613265,0.7839721067525065,0.483314784111669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.65336100240449,27.813371022953163,8.508756658062673,7.887050608871008,6.621218785292845,3.4358146641981806,1.1660064502036518,1.1442025164403358,0.5510149207967545,0.5024855012307882,0.49533383693328203,0.36818827860354103,0.0,0.0,0.0,0.0,0.0,0.0,13.031744864980615
8,Pd,CH3CCOOH,4.8039,0.6121,2.134,1,1,2,3,2,1,16.592055705108066,15.696601055762955,5.833532644733863,4.945458165841711,4.945318933307952,4.830370422132466,1.6832152031117342,1.27914908706435,1.276945177421705,1.2205315518809334,0.7891604294364469,0.7878187725118176,0.5831861795111604,0.4968686516674248,0.4596641285525477,0.0,0.0,0.0,0.0,0.0,0.0,30.45472922834098,26.17406025524489,8.424405978509732,7.991024098032214,6.917746992596897,3.5099761845471287,8.310650499011741,1.6253722282729393,1.2233357553091944,1.1906719348833208,0.5695027693456949,0.5117339598811118,0.5058872617077537,0.3746700127524983,0.0,0.0,0.0,0.0,12.89401477701118
9,Pd,CH3CH,4.8039,0.6121,2.134,1,0,1,4,0,0,16.040834434392462,0.0,0.0,4.939134376253052,4.918034164950165,4.917406571597917,4.858478627159837,1.3132204681514754,1.3127833009620669,1.2806065253816596,1.2479064231541688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Pd,CH3CH2,4.8039,0.6121,2.134,1,0,1,5,0,0,15.85176962286819,0.0,0.0,4.963494269385071,4.9622769517943945,4.950218724255635,4.944171758451659,4.89914514112642,1.3011494332159286,1.2654756912777143,1.2651497677916388,1.2488403404576804,1.2476466635272376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Pd,CH3CH2CO,4.8039,0.6121,2.134,1,1,2,5,1,0,15.430112154693381,15.3537308810078,5.5016283927011465,4.98821737546633,4.976896604778187,4.974724448572576,4.924998827455315,4.922258115376428,1.3424685101613285,1.2945926039539126,1.286853869780099,1.2617909323571308,1.2617375981562702,1.260131418806554,1.2540908135343234,0.7574430688731558,0.7379351266889234,0.4915908262033214,0.0,0.0,0.0,30.069978376886848,8.254436240768461,5.462315652567894,0.0,0.0,0.0,1.0720456268314231,1.0553910074066255,0.740877413405779,0.7375065733451415,0.5047539576219301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Pd,CH3CH2COO,4.8039,0.6121,2.134,0,2,2,5,2,0,15.569377892772016,15.504093442809895,5.460826522113904,4.98269401977311,4.980900565314876,4.98003748895928,4.950792688854801,4.9438472521383625,1.3443750235039351,1.3380604723436564,1.282316855117854,1.2667108919025671,1.266264034618796,1.2609717129520333,1.2578722400404487,0.7417752841912587,0.7391912530357654,0.4887728635519274,0.0,0.0,0.0,29.56320164028205,29.3785379804553,8.537417529105907,8.396004192473285,6.291506908084375,3.4795986402048635,1.1970694027354134,1.1676130906339797,1.0861526299574251,1.0515725541042438,0.8459400387613415,0.8248157643500501,0.5404389200319379,0.4928708929602713,0.4883296381210782,0.3908093072799623,0.0,0.0,12.255679236881873
13,Pd,CH3CH2COOH,4.8039,0.6121,2.134,0,0,2,5,2,1,16.06888465306159,15.50348664212879,5.422859085083204,4.985515032775841,4.9840540803342686,4.978831215712103,4.9033964922349735,4.895891040170847,1.6855231047713348,1.3769865512589454,1.375809690955187,1.2936724962482389,1.2616135014251206,1.2611172026934796,1.2517395126566504,1.2506804512838865,0.7260573189071896,0.7230356847203535,0.5767581645001438,0.4913546400555947,0.4295906082743327,31.441106766677493,26.357056748786768,8.344550460825651,8.11451426913321,6.309209640933745,3.419185992758236,8.300272326880481,1.5751127405818208,1.1071496077324203,1.1058104800545308,1.071452621358735,1.0596581749891143,0.8248661239949288,0.8227915581416032,0.5416759455213902,0.4856591752841189,0.4848782382856007,0.3831909540636735,12.79323438063
