,0,1,2,3,4,c_m,o_m,c_c,c_h,c_o,o_h,5,6,7,8,9,10,11,12,13,14,15
45,Pt,CHCHCO,4.336672,0.808692,1.84181,3,0,2,2,1,0,120.6221416588867,43.70013571507603,15.069252746438101,6.4361702704009645,0.0,0.0,0.0,0.0,0.0,-0.22159003789735546,-0.5151000348163443
46,Pt,CHCHCOOH,4.336672,0.808692,1.84181,2,0,2,2,2,1,153.25530044113464,45.211370488547594,42.57704569752878,14.64233983194266,4.663071912352173,0.0,0.0,0.0,-0.2287810682221529,-0.43112366751361614,-0.5815185978716866
47,Pt,CO,4.336672,0.808692,1.84181,1,0,0,0,1,0,99.34138504347858,11.033414875757588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Pt,CO2,4.336672,0.808692,1.84181,0,0,0,0,2,0,134.75724798293328,46.307177361729174,2.8270692943839433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Pt,COOH,4.336672,0.808692,1.84181,1,0,0,0,2,1,131.73313112075598,45.266324351821545,7.866096312375594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4740571459068752
50,Pt,H2O,4.336672,0.808692,1.84181,0,0,0,0,0,2,75.31658781842951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14251924343774436,-0.6573738551815567
51,Pt,OH,4.336672,0.808692,1.84181,0,1,0,0,0,1,74.41108843572579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3943937159155837
52,Ru,CH2C,3.6412,-0.31956,1.4461600000000001,2,0,1,2,0,0,63.504918446619996,11.911921237617364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04240368170664029,-0.6582256036788692
53,Ru,CH2CH,3.6412,-0.31956,1.4461600000000001,2,0,1,3,0,0,63.65072974944078,12.458104894307494,0.0,0.0,0.0,0.0,0.0,0.0,-0.016375871040494337,-0.18082381021773705,-0.6954245636381124
54,Ru,CH2CH2,3.6412,-0.31956,1.4461600000000001,2,0,1,4,0,0,63.76984227306493,13.164199537133285,0.0394531164945196,0.0,0.0,0.0,0.0,0.0,-0.1250902371763521,-0.3421060741434992,-0.7900882165209031
55,Ru,CH2CHCO,3.6412,-0.31956,1.4461600000000001,3,1,2,3,1,0,119.13730551013168,44.523368961698324,15.92534637683022,7.0520855820928166,0.0,0.0,0.0,0.0,-0.048634318698309004,-0.2957193417621473,-0.702742452204376
56,Ru,CH2CHCOOH,3.6412,-0.31956,1.4461600000000001,2,0,2,3,2,1,153.64186451138272,46.03181561354503,42.182242087768365,14.852817437891114,4.450980599839847,0.0,0.0,-0.05266568093221397,-0.29650177761257435,-0.4837649646588053,-0.7190827893252212
57,Ru,CH3C,3.6412,-0.31956,1.4461600000000001,1,0,1,3,0,0,62.48640397174113,13.657979901217155,0.0,0.0,0.0,0.0,0.0,0.0,-0.061338054318673785,-0.061398265814209006,-0.8054371539734722
58,Ru,CH3CCO,3.6412,-0.31956,1.4461600000000001,2,0,2,3,1,0,119.61557891579126,43.19166659652286,17.961796662321586,5.78460467509758,0.0,0.0,0.0,0.0,-0.062026570254168675,-0.06590567884355471,-0.8347042825475609
59,Ru,CH3CCOO,3.6412,-0.31956,1.4461600000000001,1,1,2,3,2,0,153.6801621939468,46.46474273063868,40.438606071233956,15.14128374207394,4.288316500545583,0.0,0.0,0.0,-0.0592553556714995,-0.07587607498400406,-0.7702747698850454
60,Ru,CH3CCOOH,3.6412,-0.31956,1.4461600000000001,1,1,2,3,2,1,153.83936976489446,46.67661401129817,40.262724713913386,15.804475952568163,4.434323307540744,0.0,0.0,-0.0573766527675027,-0.07969035119126625,-0.4927733850708552,-0.7799623232873578
61,Ru,CH3CH,3.6412,-0.31956,1.4461600000000001,1,0,1,4,0,0,62.658045699316425,14.108508254915185,0.0,0.0,0.0,0.0,0.0,-0.0023747931062750413,-0.06144495917938826,-0.16951592800864193,-0.8170078750853759
62,Ru,CH3CH2,3.6412,-0.31956,1.4461600000000001,1,0,1,5,0,0,63.1681150394873,14.479171737011496,0.008077184504769793,0.0,0.0,0.0,0.0,-0.06696924395578713,-0.1376085921755085,-0.3849987019667625,-0.8495770240535228
63,Ru,CH3CH2CO,3.6412,-0.31956,1.4461600000000001,1,1,2,5,1,0,121.00152358179501,41.93614822797528,17.572165569333567,7.719546511349662,0.0017256880278401564,0.0,0.0,-0.0658724392476675,-0.1335615074584572,-0.4962967721807788,-0.9443685415064792
64,Ru,CH3CH2COO,3.6412,-0.31956,1.4461600000000001,0,2,2,5,2,0,154.0225557948567,46.518854071550216,41.26756518190793,15.36420690769006,4.619362561083751,0.0011275155009456792,0.0,-0.06733783040914001,-0.13776851453521724,-0.5157967388960056,-0.965063910850595
65,Ru,CH3CH2COOH,3.6412,-0.31956,1.4461600000000001,0,0,2,5,2,1,154.37855095565246,46.70917026544325,41.39415412069891,15.480006076190973,4.7624166517413355,0.0009533479304135069,-0.06846943202524579,-0.13684349120737546,-0.4059756823640472,-0.5350725711465119,-0.9711852030159364
66,Ru,CH3CH3,3.6412,-0.31956,1.4461600000000001,0,0,1,6,0,0,63.7645077606616,14.796516032291224,0.006771833740312896,0.00590507741430149,0.0,0.0,0.0,-0.13421133998710025,-0.1346482178875135,-0.5707368647065517,-1.0178938826743944
67,Ru,CH3CHCO,3.6412,-0.31956,1.4461600000000001,2,0,2,4,1,0,120.55935045747154,41.65356213045954,18.66253172047871,6.560678605552293,0.0,0.0,0.0,-0.058197201741081936,-0.06480187488813785,-0.33158384367512445,-0.8905296755696229
68,Ru,CH3CHCOO,3.6412,-0.31956,1.4461600000000001,1,2,2,4,2,0,152.49846910908911,46.35073335760808,41.620715746459496,15.673493064518373,4.82638198422258,0.0,0.0,-0.061381780831764376,-0.06524992775518723,-0.3611557634666467,-0.8743007519454326
69,Ru,CH3CHCOOH,3.6412,-0.31956,1.4461600000000001,1,0,2,4,2,1,152.19298099803905,46.649062815183704,42.044670662399575,16.122881599198717,4.924506882892507,0.0,-0.059911931702005726,-0.06590686161873674,-0.33560248896869416,-0.4808040344378332,-0.8841726030878119
70,Ru,CHCH,3.6412,-0.31956,1.4461600000000001,2,0,1,2,0,0,63.16647546235317,12.243409524150886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1843088370296615,-0.5093657506224654
71,Ru,CHCHCO,3.6412,-0.31956,1.4461600000000001,3,0,2,2,1,0,118.92472150591992,44.44477406212866,15.568717024419431,6.88167572768497,0.0,0.0,0.0,0.0,0.0,-0.1829167613506848,-0.5459612407143299
72,Ru,CHCHCOOH,3.6412,-0.31956,1.4461600000000001,2,0,2,2,2,1,153.48921637723802,45.653498078508704,42.64035428295558,14.218993894978786,4.3042623547377366,0.0,0.0,0.0,-0.14824624670639786,-0.4331883265901499,-0.6171853772237335
73,Ru,CO,3.6412,-0.31956,1.4461600000000001,1,0,0,0,1,0,100.21740210416351,10.157397815072656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Ru,CO2,3.6412,-0.31956,1.4461600000000001,0,0,0,0,2,0,131.98823536267912,46.069614374713886,5.8336449016533045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Ru,COOH,3.6412,-0.31956,1.4461600000000001,1,0,0,0,2,1,131.36344183299394,45.124246189536215,8.37050741069503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4667007941788099
76,Ru,H2O,3.6412,-0.31956,1.4461600000000001,0,0,0,0,0,2,75.30973669252629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13950024621759685,-0.6535417264985209
77,Ru,OH,3.6412,-0.31956,1.4461600000000001,0,1,0,0,0,1,74.42763478696251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4109400671522821
78,Rh,CH2C,4.26048,0.18933,1.7671400000000002,2,0,1,2,0,0,63.61442442108162,11.805237240217247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04007516325632668,-0.6633760991906544
79,Rh,CH2CH,4.26048,0.18933,1.7671400000000002,2,0,1,3,0,0,63.119289397198116,13.080092169467015,0.0,0.0,0.0,0.0,0.0,0.0,-0.05024900286842933,-0.25382160198498416,-0.6791005629598581
80,Rh,CH2CH2,4.26048,0.18933,1.7671400000000002,2,0,1,4,0,0,64.52685064093616,12.578327441843642,0.034466238245920426,0.0,0.0,0.0,0.0,0.0,-0.12123807776374787,-0.4054568986133896,-0.8967389457965889
81,Rh,CH2CHCO,4.26048,0.18933,1.7671400000000002,3,1,2,3,1,0,119.35736972447323,44.59189155289964,16.014112668133794,6.731633448043072,0.0,0.0,0.0,0.0,-0.052545447247905636,-0.3120301543207129,-0.7394214738932939
82,Rh,CH2CHCOOH,4.26048,0.18933,1.7671400000000002,2,0,2,3,2,1,153.97509830733696,45.93939687596613,42.651653142014645,14.261040290109515,4.44171417471588,0.0,0.0,-0.047176059972844124,-0.31232149514731883,-0.4978558254936879,-0.8038443716309515
83,Rh,CH3C,4.26048,0.18933,1.7671400000000002,1,0,1,3,0,0,62.67028233112174,13.475907024526448,0.0,0.0,0.0,0.0,0.0,0.0,-0.060145619339091,-0.060382465095206485,-0.8094508723620316
84,Rh,CH3CCO,4.26048,0.18933,1.7671400000000002,2,0,2,3,1,0,121.64528147806587,42.419107545951654,17.133097269099267,5.346178759385047,0.0,0.0,0.0,0.0,-0.062110400344148886,-0.0651319838543773,-0.8254123502151776
85,Rh,CH3CCOO,4.26048,0.18933,1.7671400000000002,1,1,2,3,2,0,153.9060758075355,46.464677915042856,40.441957679465276,14.958861922243385,4.246195142276823,0.0,0.0,0.0,-0.06027059365090685,-0.07364942148759941,-0.7761434135271854
86,Rh,CH3CCOOH,4.26048,0.18933,1.7671400000000002,1,1,2,3,2,1,153.9593331932984,46.74144404880538,40.241912258182566,15.602808071489994,4.4801307087248645,0.0,0.0,-0.05854551602184874,-0.07658167870273787,-0.4924259035478122,-0.7903701443306279
87,Rh,CH3CH,4.26048,0.18933,1.7671400000000002,1,0,1,4,0,0,62.77029630699555,13.9913380218477,4.87504714458373e-05,0.0,0.0,0.0,0.0,0.0,-0.06135661216589775,-0.16377623805428596,-0.8203398302426028
88,Rh,CH3CH2,4.26048,0.18933,1.7671400000000002,1,0,1,5,0,0,63.39705952335591,14.358758863290108,0.011250364331369323,0.0,0.0,0.0,0.0,-0.06088151467923107,-0.13148575979988605,-0.4591024302537211,-0.8993886473926077
89,Rh,CH3CH2CO,4.26048,0.18933,1.7671400000000002,1,1,2,5,1,0,120.53452849298031,41.881699010514104,17.86826203141095,7.932341548228015,0.0011256812693813062,0.0,0.0,-0.06520864991537931,-0.13434860017254605,-0.4857825898148002,-0.9416066064119532
90,Rh,CH3CH2COO,4.26048,0.18933,1.7671400000000002,0,2,2,5,2,0,154.01537276157282,46.62243049203538,41.212428088152016,15.32864995524041,4.613242331371102,0.001351078489040876,0.0,-0.06730864913140283,-0.13764499836894212,-0.5161528508434665,-0.9646631706186092
91,Rh,CH3CH2COOH,4.26048,0.18933,1.7671400000000002,0,0,2,5,2,1,154.37083136266162,46.73061436546764,41.38788559095251,15.472494903559932,4.76479041197135,0.0008961343154995961,-0.06838198802088957,-0.13674725194756873,-0.4077258670061427,-0.5362282200249027,-0.970724404030532
92,Rh,CH3CH3,4.26048,0.18933,1.7671400000000002,0,0,1,6,0,0,63.77972437924003,14.77287851778452,0.007356909591577952,0.006168745477405312,0.0,0.0,0.0,-0.1337904192657871,-0.13427426199020914,-0.5668211469896711,-1.0150323249959692
93,Rh,CH3CHCO,4.26048,0.18933,1.7671400000000002,2,0,2,4,1,0,120.97818999314991,41.77862001772441,18.324998158742922,6.360927051197533,0.0,0.0,0.0,-0.05779216249006833,-0.06476906138658763,-0.3348986542742462,-0.8942650245756378
94,Rh,CH3CHCOO,4.26048,0.18933,1.7671400000000002,1,2,2,4,2,0,152.6680251218684,46.33235380088425,41.768271886942244,15.456999400144458,4.75212301552509,0.0,0.0,-0.0600263163650976,-0.06560200273439144,-0.3616376863910992,-0.8828021819756735
95,Rh,CH3CHCOOH,4.26048,0.18933,1.7671400000000002,1,0,2,4,2,1,152.93669216201297,46.37025559452657,42.03758625894064,15.781618195438595,4.814111769058412,0.0,-0.05880547825730621,-0.06577331207416791,-0.3306964808604061,-0.4940931397830424,-0.8831905311041952
96,Rh,CHCH,4.26048,0.18933,1.7671400000000002,2,0,1,2,0,0,63.85516346938355,11.596629985812287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1908735978682417,-0.5447094584757136
97,Rh,CHCHCO,4.26048,0.18933,1.7671400000000002,3,0,2,2,1,0,120.79194045495501,44.46540113487285,14.492875642114713,6.096450733095442,0.0,0.0,0.0,0.0,0.0,-0.19683411297383094,-0.5588235339759332
98,Rh,CHCHCOOH,4.26048,0.18933,1.7671400000000002,2,0,2,2,2,1,153.4630957462972,45.630738598308646,42.7373169289746,14.184415283152642,4.299942055108355,0.0,0.0,0.0,-0.15688551339132695,-0.4342904652858208,-0.6166275952660399
99,Rh,CO,4.26048,0.18933,1.7671400000000002,1,0,0,0,1,0,99.28600152257944,11.088798396656742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Rh,CO2,4.26048,0.18933,1.7671400000000002,0,0,0,0,2,0,132.32316342925327,45.695541330015814,5.872789879777257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Rh,COOH,4.26048,0.18933,1.7671400000000002,1,0,0,0,2,1,131.49585118301079,45.182780165263345,8.18222344600752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4693601552351677
102,Rh,H2O,4.26048,0.18933,1.7671400000000002,0,0,0,0,0,2,75.3135408784475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14106023774219542,-0.655785920895077
103,Rh,OH,4.26048,0.18933,1.7671400000000002,0,1,0,0,0,1,74.42838561999697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4116909001867413
104,Ni,ch2c,4.65592,-0.17346,2.32863,2,0,1,2,0,0,63.99719721651413,11.431761161473567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04023544939525698,-0.6725125297406518
105,Ni,ch2ch,4.65592,-0.17346,2.32863,2,0,1,3,0,0,63.75007472543978,12.43392609654566,0.0,0.0,0.0,0.0,0.0,0.0,-0.027347428716492938,-0.21589277322668252,-0.7245502211903319
106,Ni,ch2ch2,4.65592,-0.17346,2.32863,2,0,1,4,0,0,63.99064953706203,13.012923532406454,0.035316890128211716,0.0,0.0,0.0,0.0,0.0,-0.12597952382268007,-0.3716996938666321,-0.8250003430554455
107,Ni,ch2chco,4.65592,-0.17346,2.32863,3,1,2,3,1,0,119.48825550676493,44.7964615866208,15.82248660677736,6.614001595236727,0.0,0.0,0.0,0.0,-0.04901332682978725,-0.31315485781624003,-0.7680267926656454
108,Ni,ch2chcooh,4.65592,-0.17346,2.32863,2,0,2,3,2,1,153.71276471959428,46.048604270599384,42.18040018981112,14.79293206657218,4.4418193355465965,0.0,0.0,-0.05245022458246615,-0.3015181433450661,-0.4872662535590106,-0.7275809227386946
109,Ni,ch3c,4.65592,-0.17346,2.32863,1,0,1,3,0,0,62.715052522909915,13.432080317832805,0.0,0.0,0.0,0.0,0.0,0.0,-0.06033025178610744,-0.061410140869781714,-0.8091820492349383
110,Ni,ch3cco,4.65592,-0.17346,2.32863,2,0,2,3,1,0,120.11710174656972,43.23523509753496,17.79978055326162,5.401839745594042,0.0,0.0,0.0,0.0,-0.06174028733813155,-0.06577116052520432,-0.8354353770089693
111,Ni,ch3ccoo,4.65592,-0.17346,2.32863,1,1,2,3,2,0,152.97475345578061,46.59084450589467,40.837743377491606,15.192583731227973,4.458969746840566,0.0,0.0,0.0,-0.06594803220675383,-0.0664768375172734,-0.8147649096130741
112,Ni,ch3ccooh,4.65592,-0.17346,2.32863,1,1,2,3,2,1,153.81571629204956,46.743178816842445,40.251311923191096,15.710946497880194,4.5018993064187685,0.0,0.0,-0.05868834371615626,-0.07545113777122836,-0.4902013850899016,-0.7910069319065275
113,Ni,ch3ch,4.65592,-0.17346,2.32863,1,0,1,4,0,0,62.76754583637228,14.063924981091175,0.0,0.0,0.0,0.0,0.0,-0.02368464921335098,-0.06327372181816028,-0.20518577815303046,-0.8231162694270898
114,Ni,ch3ch2,4.65592,-0.17346,2.32863,1,0,1,5,0,0,62.95775162285393,14.694832980079276,0.006790999499637426,0.0,0.0,0.0,0.0,-0.054103187674752515,-0.13524706561761388,-0.3871671773735279,-0.8666477729149787
115,Ni,ch3ch2co,4.65592,-0.17346,2.32863,1,1,2,5,1,0,121.56022776514573,41.680935389623436,17.969257328212432,6.9946568863364735,0.0004292504401746139,0.0,0.0,-0.06489391505509415,-0.1369651678660824,-0.4690562088236876,-0.9435810099255336
