,0,1,2,3,4,c_m,o_m,c_c,c_h,c_o,o_h,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,Pd,CH2C,4.8039,0.6121,2.134,2,0,1,2,0,0,9.796416502695713,0.0,0.0,4.198205485056346,4.191428335628632,0.27746878940997505,0.2769555958217048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Pd,CH2CH,4.8039,0.6121,2.134,2,0,1,3,0,0,8.20122957527087,0.0,0.0,4.08820472982903,4.088019426694227,4.053948101220473,0.2675745634882378,0.26659743527421426,0.23643125995984876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Pd,CH2CH2,4.8039,0.6121,2.134,2,0,1,4,0,0,8.294904935879776,0.0,0.0,4.168983968967093,4.156455089030125,4.1524713134944236,4.146587856081249,0.27006390648174616,0.2700601745827098,0.2695188922769072,0.26921481567785066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Pd,CH2CHCO,4.8039,0.6121,2.134,3,1,2,3,1,0,8.396874215073662,8.035766663845816,0.873397794138499,4.196346075040209,4.150425865171342,4.121776948926116,0.2817065435307864,0.2710415626336433,0.2692590159425173,0.25810274620147644,0.09889157376999558,0.0410278062095423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.568858052753637,1.3758795087847024,0.2698624740067011,0.0,0.0,0.0,0.14628550507727311,0.03646900832535817,0.01946575743867252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Pd,CH2CHCOOH,4.8039,0.6121,2.134,2,0,2,3,2,1,8.068310813077222,7.742817789480358,0.9335351467177712,4.195913752297994,4.176744828829226,4.1505575666997805,0.4674144133335923,0.2762066769167566,0.27272231300235605,0.2698007023801668,0.2625219580247975,0.12775819100265612,0.05758254165835265,0.04555223859439341,0.016939409800897733,0.0,0.0,0.0,0.0,0.0,0.0,19.704588984654094,14.245070148465828,1.5263519417138156,1.4122356175768278,0.6573701761424581,0.2800954870643744,8.657855164744833,0.28985110723490143,0.2061151678052396,0.1715400571656808,0.06527402617707873,0.03723184460805379,0.03265237644179908,0.022872215976283517,0.0,0.0,0.0,0.0,2.4307136642836418
5,Pd,CH3C,4.8039,0.6121,2.134,1,0,1,3,0,0,7.340995649680457,0.0,0.0,4.083362689555288,4.0794254002236405,4.069946327438535,0.2886058357313646,0.2867170661324925,0.28494419052462705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Pd,CH3CCO,4.8039,0.6121,2.134,2,0,2,3,1,0,8.139162893048523,6.9598728708513615,0.8828399578797324,4.0974884977377215,4.0721026350755904,4.071714797225718,0.2815241622481717,0.28140735713545256,0.267408112075306,0.09926913245724844,0.09514607788410176,0.04149791054781611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.41396725406925,1.3098504668806263,0.562466684182757,0.0,0.0,0.0,0.09834148331906667,0.09043509893824224,0.02794000082068933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Pd,CH3CCOO,4.8039,0.6121,2.134,1,1,2,3,2,0,7.006906212817024,6.6335826999090575,0.9059575413008988,4.0864908459994265,4.068952964988763,3.8251816520412256,0.28055116026340193,0.28003018739450475,0.24297101938519264,0.1060060997541408,0.1024353773609939,0.03893219675681819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.873651307261287,16.116325159592723,1.5083112472109552,1.2959493188935949,0.9133445458898928,0.2459338001399845,0.16994638023956515,0.1636499248285496,0.03795218036758172,0.031561459868394544,0.030669451251380892,0.01694532606262984,0.0,0.0,0.0,0.0,0.0,0.0,2.653537097280447
8,Pd,CH3CCOOH,4.8039,0.6121,2.134,1,1,2,3,2,1,7.647119792261362,6.843980130660517,0.9452806421437684,4.076259411681746,4.076029892022349,3.8887464025020297,0.4722022366644128,0.2727037311562601,0.2717648310234249,0.24828287818947994,0.10379569723138624,0.10344306972033784,0.05668435332880389,0.041146409501634125,0.035215185179662184,0.0,0.0,0.0,0.0,0.0,0.0,19.32271942440763,14.272529796774792,1.4785545018906356,1.3303430444860744,0.996983821949655,0.2566652670018337,8.63336396459051,0.33022936005511755,0.18706879627723969,0.17721245706484884,0.04054167553655197,0.03273395571195042,0.03199024019477116,0.01754720230699465,0.0,0.0,0.0,0.0,2.5977440167153545
9,Pd,CH3CH,4.8039,0.6121,2.134,1,0,1,4,0,0,7.147454704210861,0.0,0.0,4.065841397780772,4.031176674602843,4.030147898399063,3.934135761761489,0.28742466632866337,0.2872333325474768,0.2733255121416813,0.2595450734915719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
