,0,1,2,3,4,c_m,o_m,c_c,c_h,c_o,o_h,5,6,7,8,9,10,11,12,13,14,15
0,Pd,CH2C,4.8039,0.6121,2.134,2,0,1,2,0,0,56.358083382470134,18.80603081766464,0.21049366217315466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6583974634560588
1,Pd,CH2CH,4.8039,0.6121,2.134,2,0,1,3,0,0,55.10089595121771,20.687055102563665,0.20166321367581272,0.0,0.0,0.0,0.0,0.0,0.0,-0.12972192339153235,-0.6436819452137172
2,Pd,CH2CH2,4.8039,0.6121,2.134,2,0,1,4,0,0,55.57912898499113,20.934359853230692,0.26717933903926633,0.14433165226160105,0.0,0.0,0.0,0.0,0.0,-0.3704476182394833,-0.8383418124313663
3,Pd,CH2CHCO,4.8039,0.6121,2.134,3,1,2,3,1,0,97.21695799162742,52.326919328977134,24.153834182436075,12.576865122191672,0.205027542408536,0.0,0.0,0.0,0.0,-0.182447249083876,-0.7061466004690078
4,Pd,CH2CHCOOH,4.8039,0.6121,2.134,2,0,2,3,2,1,115.76607520699731,61.67699553667554,50.211060572081955,22.900275783126983,10.274227380875127,0.20510129744042854,0.0,0.0,-0.18268696808624935,-0.535205601632706,-0.7081381695799703
5,Pd,CH3C,4.8039,0.6121,2.134,1,0,1,3,0,0,54.23320061757659,21.493129572211384,0.1869665763043453,0.18680525290462247,0.0,0.0,0.0,0.0,0.0,0.0,-0.8838916201449964
6,Pd,CH3CCO,4.8039,0.6121,2.134,2,0,2,3,1,0,99.14287184759623,50.2170876495836,25.4379289229756,11.310687566475178,0.18645458275673316,0.1839570773541721,0.0,0.0,0.0,0.0,-0.8879773286533509
7,Pd,CH3CCOO,4.8039,0.6121,2.134,1,1,2,3,2,0,116.77895209484814,60.86270837768743,48.85730911643302,23.313017812547496,9.774409429782672,0.18388108171323295,0.1808258424126252,0.0,0.0,0.0,-0.8433987175261518
8,Pd,CH3CCOOH,4.8039,0.6121,2.134,1,1,2,3,2,1,115.79824083156885,61.515036340291566,48.72332762228868,24.149573264882413,10.443836402108436,0.18470612580927,0.17902790968340268,0.0,0.0,-0.5354532750923708,-0.8505901836414272
9,Pd,CH3CH,4.8039,0.6121,2.134,1,0,1,4,0,0,54.349341403796025,22.0151434877592,0.19357714038726187,0.18283887172189311,0.0,0.0,0.0,0.0,0.0,-0.13304766276690574,-0.8916428420456196
10,Pd,CH3CH2,4.8039,0.6121,2.134,1,0,1,5,0,0,54.523369373520744,22.54490611414502,0.2409220907784509,0.18276323928067456,0.13809712825715564,0.0,0.0,0.0,0.0,-0.4508315640756917,-0.9630159830544154
