,0,1,2,3,4,c_m,o_m,c_c,c_h,c_o,o_h,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,Pd,CH2C,4.8039,0.6121,2.134,2,0,1,2,0,0,26.001217602644733,0.0,0.0,5.487560997470663,5.485345017593762,2.78238339364088,2.7810959580715364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Pd,CH2CH,4.8039,0.6121,2.134,2,0,1,3,0,0,24.871193013539585,0.0,0.0,5.451256240750567,5.4511944684013995,5.439800641648743,2.7572404691630066,2.7547197934576677,2.673250532114537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Pd,CH2CH2,4.8039,0.6121,2.134,2,0,1,4,0,0,24.941911209995993,0.0,0.0,5.477986959523337,5.4738666196009165,5.472554534085424,5.470615046699262,2.763631118198376,2.7636215707861664,2.7622357452816675,2.7614563130511662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Pd,CH2CHCO,4.8039,0.6121,2.134,3,1,2,3,1,0,25.018213101363635,24.744786154190997,14.207900213419062,5.486953278227613,5.4718804839256565,5.462413330831852,2.7929468526369394,2.7661288795887136,2.7615696515253747,2.7325089565782292,2.1498257472227142,1.725373055986059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.35502752792356,19.750406047988683,13.143667147213776,0.0,0.0,0.0,2.9418316369140927,2.078731890471821,1.7767867916833864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Pd,CH2CHCOOH,4.8039,0.6121,2.134,2,0,2,3,2,1,24.76980174723905,24.51611418177273,14.446396947653732,5.486811951327052,5.480534597217462,5.471923891907831,3.1698518345171887,2.7792139499348503,2.770407190102014,2.7629575137057727,2.7441310410645747,2.2919789582519536,1.8779591685488533,1.771090970578374,1.3830503995223435,0.0,0.0,0.0,0.0,0.0,0.0,38.42136350544968,35.42803590009008,20.2695729528852,19.87960350198786,16.420388466764948,13.266533435229327,8.159622546564401,3.490287735318113,3.2051250488415515,3.0613210507016646,2.4043771420949342,2.0895180572092933,2.0220700140194787,1.8498842340893449,0.0,0.0,0.0,0.0,28.2532512179008
5,Pd,CH3C,4.8039,0.6121,2.134,1,0,1,3,0,0,24.19165705604887,0.0,0.0,5.449641416183951,5.448327267804627,5.44515953287437,2.809892563308513,2.805283929470451,2.800937315695605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Pd,CH3CCO,4.8039,0.6121,2.134,2,0,2,3,1,0,24.824002748130983,23.871362195112496,14.246145346210875,5.4543483778507875,5.445880617753469,5.445750943095231,2.7924946933281296,2.7922049949088272,2.7568115665919417,2.1518747738374207,2.1291740302969235,1.7302943725994089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.67899021366015,19.50906060373721,15.79265430446899,0.0,0.0,0.0,2.663800394486365,2.6085654916301872,1.944796184880031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Pd,CH3CCOO,4.8039,0.6121,2.134,1,1,2,3,2,0,23.911589792897875,23.58652236495039,14.338503830765841,5.4506848231184355,5.444827248875969,5.361378319259847,2.7900787092642467,2.7887825387146337,2.691547550521725,2.1874903799486662,2.1688320913604717,1.70290595884506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.97898572455953,36.538223945640155,20.209411658606204,19.45709200332384,17.82746481399014,12.842083315471545,3.054185914712661,3.0254950225579096,2.0995521823412813,2.0049648400523896,1.9906457985955848,1.7162477177926057,0.0,0.0,0.0,0.0,0.0,0.0,28.879606495912643
8,Pd,CH3CCOOH,4.8039,0.6121,2.134,1,1,2,3,2,1,24.4400082934497,23.77136171967156,14.491624312354329,5.447269866185287,5.447193185471551,5.383513957704094,3.177938202462472,2.770359998698021,2.767972374235377,2.706139189192899,2.175996915581151,2.1741464152790875,1.8705927074237625,1.7266186347901349,1.6607181492701542,0.0,0.0,0.0,0.0,0.0,0.0,38.23384630089375,35.445096871806605,20.108990202605078,19.58492166707711,18.222290076844107,12.97994055680773,8.153845963230719,3.605964202010818,3.1283679518997687,3.0863207025626105,2.1344840488430825,2.023331826233377,2.011740066127339,1.7312885669408165,0.0,0.0,0.0,0.0,28.726589524841188
9,Pd,CH3CH,4.8039,0.6121,2.134,1,0,1,4,0,0,24.03060631024795,0.0,0.0,5.4437860223853685,5.432145523612284,5.431798912845311,5.399154726710378,2.8070131472632713,2.8065458852070098,2.7719377973341968,2.736318427910944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
