,0,1,2,3,4,c_m,o_m,c_c,c_h,c_o,o_h,5,6,7,8,9,10,11,12,13,14,15
0,Pd,CH2C,4.8039,0.6121,2.134,2,0,1,2,0,0,47.09173894573242,27.608362476581334,0.4161861240401517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4000771475020046
1,Pd,CH2CH,4.8039,0.6121,2.134,2,0,1,3,0,0,45.686065413364865,29.409707421618304,0.4109938563033727,0.06135032266348508,0.0,0.0,0.0,0.0,0.0,0.0,-0.3519066150980921
2,Pd,CH2CH2,4.8039,0.6121,2.134,2,0,1,4,0,0,46.016120173008396,29.602857898507906,0.4303615621893169,0.3964791144795412,0.0,0.0,0.0,0.0,0.0,-0.23659494358218644,-0.4930134057510397
3,Pd,CH2CHCO,4.8039,0.6121,2.134,3,1,2,3,1,0,82.49783808188553,47.07430040459578,32.36724386239976,23.600564694430307,0.4129712210552485,0.02962454196983107,0.0,0.0,0.0,0.0,-0.3915324882483093
4,Pd,CH2CHCOOH,4.8039,0.6121,2.134,2,0,2,3,2,1,88.45929029620251,71.78894779217961,46.18326740022204,31.527206831290346,22.16677780554639,0.41332555370685703,0.02059956839241952,0.0,0.0,-0.3889066131766102,-0.5628035964651708
5,Pd,CH3C,4.8039,0.6121,2.134,1,0,1,3,0,0,44.86716965970992,30.200428738698033,0.4020104294919731,0.4019093591325055,0.0,0.0,0.0,0.0,0.0,0.0,-0.6553077881806012
6,Pd,CH3CCO,4.8039,0.6121,2.134,2,0,2,3,1,0,84.66184557842365,45.468924413016346,32.93719304969509,22.374485237089647,0.4027432981549095,0.4001186619840606,0.0,0.0,0.0,0.0,-0.6542999202756763
7,Pd,CH3CCOO,4.8039,0.6121,2.134,1,1,2,3,2,0,89.85124358275793,70.93806112525121,44.7844728051246,31.70241780089873,21.62965936449953,0.4016994844656393,0.3983606068264418,0.0,0.0,0.0,-0.5982097319257607
8,Pd,CH3CCOOH,4.8039,0.6121,2.134,1,1,2,3,2,1,88.35129605344372,71.60511718564673,44.99060477562821,32.55665314104447,22.46882576591705,0.4006271553469731,0.3986725338224123,0.0,0.0,-0.5553419368962931,-0.6087496360549269
9,Pd,CH3CH,4.8039,0.6121,2.134,1,0,1,4,0,0,44.84977971051753,30.62108635452265,0.4034046947187001,0.3994023905609827,0.0808208113919972,0.0,0.0,0.0,0.0,0.0,-0.638283562860006
10,Pd,CH3CH2,4.8039,0.6121,2.134,1,0,1,5,0,0,44.90597539650491,31.06331936672637,0.41696652259501504,0.39897095516242104,0.3902026151322439,0.0,0.0,0.0,0.0,-0.2913317779944966,-0.6678926792745358
11,Pd,CH3CH2CO,4.8039,0.6121,2.134,1,1,2,5,1,0,81.8707616858524,45.31319325815849,33.524756165095766,25.664790896699014,0.41270043544377705,0.4003367957160087,0.3862539902935298,0.0,0.0,-0.27459225694350564,-0.7071906522271086
12,Pd,CH3CH2COO,4.8039,0.6121,2.134,0,2,2,5,2,0,89.06480136769316,71.17529136216885,44.943109085589676,32.470837947104904,22.258276964620094,0.4088281263078728,0.40105975038797625,0.3828259151737413,0.0,-0.2868497671931767,-0.7104757139547859
13,Pd,CH3CH2COOH,4.8039,0.6121,2.134,0,0,2,5,2,1,89.13265443032319,71.69423186517551,45.09696055458298,32.698318927623745,22.312140526103416,0.4083996117892143,0.3998967573961262,0.3823717874209951,-0.25417731982831965,-0.5534761973490435,-0.7096159053395368
14,Pd,CH3CH3,4.8039,0.6121,2.134,0,0,1,6,0,0,44.81873183878265,31.580823464740906,0.41254490421722095,0.4120103299191426,0.38644891774668,0.3862284646475577,0.0,0.0,0.0,-0.5191058721408219,-0.7614716490614675
15,Pd,CH3CHCO,4.8039,0.6121,2.134,2,0,2,4,1,0,84.89872572117801,45.23385092192646,32.85638404499136,22.920713743445678,0.4023887156609665,0.400462166732962,0.04427129377628263,0.0,0.0,0.0,-0.6657862896236223
16,Pd,CH3CHCOO,4.8039,0.6121,2.134,1,2,2,4,2,0,87.72055352203054,71.14760053541937,45.408008972573654,32.436074262664704,22.729173463989984,0.4042282633994237,0.3973350033882113,0.022572835986960273,0.0,0.0,-0.6578418215544466
17,Pd,CH3CHCOOH,4.8039,0.6121,2.134,1,0,2,4,2,1,88.31741606065998,71.67254806927771,45.24257122373748,32.738207209738114,22.510466231099855,0.4011314748918641,0.3993694822753605,0.04951923409582623,0.0,-0.5554965108572152,-0.6680274370204655
18,Pd,CHCH,4.8039,0.6121,2.134,2,0,1,2,0,0,47.703379876216715,27.014550911862546,0.10107289200562868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10279328123299276
19,Pd,CHCHCO,4.8039,0.6121,2.134,3,0,2,2,1,0,84.76621099217326,46.29481791717179,31.21628391279933,22.74780376019645,0.1047008263789413,0.0,0.0,0.0,0.0,0.0,-0.038807090631766086
20,Pd,CHCHCOOH,4.8039,0.6121,2.134,2,0,2,2,2,1,88.33298711061174,71.72592110072114,45.82055618388738,31.468699668477026,22.26042487866808,0.09280933837267608,0.0,0.0,0.0,-0.03655440823742258,-0.5571388346025252
21,Pd,CO,4.8039,0.6121,2.134,1,0,0,0,1,0,85.2885577144551,25.08624220478109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Pd,CO2,4.8039,0.6121,2.134,0,0,0,0,2,0,96.6632162313038,71.42568533759452,15.802593070148065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Pd,COOH,4.8039,0.6121,2.134,1,0,0,0,2,1,88.31893427647707,71.67714998064615,24.90923102503228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5138206431090993
24,Pd,H2O,4.8039,0.6121,2.134,0,0,0,0,0,2,75.5481391010469,0.3289864688982768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3604308501348945
25,Pd,OH,4.8039,0.6121,2.134,0,1,0,0,0,1,74.5803281915811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5636334717708849
26,Pt,CH2C,4.336672,0.808692,1.84181,2,0,1,2,0,0,46.42758552070722,28.27613872814577,0.4153399282476002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4028537782487163
27,Pt,CH2CH,4.336672,0.808692,1.84181,2,0,1,3,0,0,45.20778653714901,29.90133002296732,0.4081696956704101,0.051933981254242687,0.0,0.0,0.0,0.0,0.0,0.0,-0.35300983818910064
28,Pt,CH2CH2,4.336672,0.808692,1.84181,2,0,1,4,0,0,45.15596469699193,30.452739188811318,0.4273085173631916,0.39122832700489735,0.0,0.0,0.0,0.0,0.0,-0.2455893176955136,-0.46544101362393
29,Pt,CH2CHCO,4.336672,0.808692,1.84181,3,1,2,3,1,0,81.46371727011011,46.40947892906652,33.190576420483225,24.46684006447288,0.40806551916122735,0.026641808918984336,0.0,0.0,0.0,0.0,-0.3743096941249114
30,Pt,CH2CHCOOH,4.336672,0.808692,1.84181,2,0,2,3,2,1,88.62844327788866,71.6609333526818,45.28234597607602,32.14895757666874,22.376715328744375,0.4084199850770734,0.02398440474590374,0.0,0.0,-0.3686187026204705,-0.5534761613636976
